Month,Assets Under Management,Net Profit Margin,Customer Churn,Cost Per Acquisition,Stocks,Bonds,Real Estate,Mutual Funds,Monthly Inflow,Monthly Outflow,Customer Age,Customer Age Group,Customer Feedback
06-06-2022,9680537,9.848503656,9.188658774,949,147984,378598,417717,402238,114837,266656,30,18-30,Neutral
07-06-2022,4541197,5.203164859,9.08486914,770,194348,75695,470376,100012,243937,338295,28,18-30,Good
08-06-2022,5652409,16.95657534,8.379004452,148,195900,441742,324350,267039,144653,303590,18,18-30,Neutral
09-06-2022,7049338,9.919079886,7.254810627,280,56149,189969,356355,494223,309527,429978,24,18-30,Poor
10-06-2022,3536515,10.35964204,1.219673607,906,405008,269046,313677,478151,266166,348496,50,46-60,Poor
11-06-2022,5501865,10.04009245,2.190282329,493,472234,464529,121132,383639,135569,180475,40,31-45,Excellent
12-06-2022,2990486,12.48108996,2.208088491,492,365925,496862,267761,264625,410931,399224,66,61+,Good
13-06-2022,1871815,15.5374936,1.211862559,447,474592,477791,485599,147489,151186,350738,48,46-60,Good
14-06-2022,1315637,16.57794697,2.050315916,575,487178,403655,277677,478458,211837,88475,41,31-45,Excellent
15-06-2022,2372506,10.88856081,9.277717902,240,447762,249257,318502,260463,307630,332566,62,61+,Good
16-06-2022,9402856,14.94653053,6.974238582,629,372704,316567,432334,412825,115297,209599,55,46-60,Neutral
17-06-2022,6443955,15.81026375,3.808657165,751,458577,297055,366539,309297,418749,430179,37,31-45,Poor
18-06-2022,9545064,9.453759975,8.14024011,683,118895,223652,213107,76326,182904,175983,69,61+,Good
19-06-2022,5328272,6.449322043,5.395325383,570,366309,376950,215531,442338,448163,248496,47,46-60,Excellent
20-06-2022,2134751,18.41998581,2.279143332,853,127670,85210,222359,397475,368607,155923,66,61+,Poor
21-06-2022,2759968,15.15673958,8.960518731,872,290864,254247,280964,365955,244704,318268,64,61+,Excellent
22-06-2022,3944606,14.72165613,4.047957516,362,276233,314739,463353,250883,477907,344814,39,31-45,Excellent
23-06-2022,7119941,5.883537728,7.289733075,242,352516,489190,175774,103537,182943,401407,54,46-60,Good
24-06-2022,2792934,17.26809586,3.615347444,806,422949,226204,263089,107829,146221,115316,35,31-45,Neutral
25-06-2022,4884296,13.49081234,5.500641256,245,217854,119611,218594,59552,218585,98710,21,18-30,Poor
26-06-2022,3668831,17.71826626,8.346274404,393,181971,125177,404603,65485,211370,328556,19,18-30,Good
27-06-2022,6353891,19.61841776,2.410996118,637,146628,135862,88941,476756,352730,250886,39,31-45,Neutral
28-06-2022,4370879,19.35650481,9.795262557,608,148956,346683,485273,389649,468919,180510,26,18-30,Excellent
29-06-2022,5626216,17.8413402,1.631943306,521,172684,366971,472905,363128,387903,85179,24,18-30,Good
30-06-2022,9835778,5.164210607,5.806080188,670,182054,362313,123588,227185,187000,273010,24,18-30,Good
01-07-2022,8815865,18.28590812,9.244229674,663,148879,414140,136938,188677,347835,105063,69,61+,Excellent
02-07-2022,3370522,6.125934707,9.511244964,516,124060,111568,293795,149603,423087,264547,59,46-60,Neutral
03-07-2022,4782509,17.76790955,3.088980666,760,119843,468310,294696,131389,293321,400153,32,31-45,Excellent
04-07-2022,6937540,9.202611029,2.295864831,206,435312,92095,383384,205829,448006,413155,51,46-60,Poor
05-07-2022,6939710,14.15102508,7.519627003,417,253361,134692,483895,436286,355075,414645,42,31-45,Good
06-07-2022,3777625,5.571023467,1.377762114,158,224245,280287,144846,94865,472619,113566,52,46-60,Good
07-07-2022,7837760,16.56772544,5.367150721,357,420813,190079,107428,112811,355179,197488,69,61+,Poor
08-07-2022,8804168,6.675591833,8.167197041,892,422473,231197,477261,58337,176069,427993,41,31-45,Good
09-07-2022,1487656,11.16032258,6.042292521,524,483724,486138,355815,284539,491123,256389,30,18-30,Neutral
10-07-2022,8768323,17.26169003,2.692119392,630,350938,110210,359047,127670,251470,403361,66,61+,Neutral
11-07-2022,7123922,15.43023495,5.383398695,265,332897,240826,492886,445055,468590,277467,68,61+,Excellent
12-07-2022,8021540,5.090640453,9.291472448,124,163684,325521,323859,283970,312757,104939,45,31-45,Good
13-07-2022,9287707,11.04548502,6.554916802,103,463427,167790,465026,263794,399855,421998,48,46-60,Neutral
14-07-2022,4830509,5.628912754,7.493415648,102,77238,434294,90583,103102,293879,337884,70,61+,Excellent
15-07-2022,3627926,15.10249791,4.026374917,517,134243,182872,246791,329846,182688,221409,22,18-30,Good
16-07-2022,3299326,19.53422738,2.696353977,461,96086,67192,405641,66359,130772,273547,24,18-30,Poor
17-07-2022,8296037,14.82891893,3.300780069,468,77639,497806,70706,400182,389451,222095,33,31-45,Excellent
18-07-2022,9851251,8.365586467,5.798598344,638,247761,87901,333460,344658,236238,420550,27,18-30,Poor
19-07-2022,9316625,10.32849548,3.521981382,979,168058,313113,217667,284002,223890,445470,27,18-30,Poor
20-07-2022,1965851,19.64975833,5.877683087,445,238512,217919,371799,486434,107589,185888,54,46-60,Good
21-07-2022,8993599,8.36078618,7.370127346,830,263268,363175,314641,446156,279058,140916,54,46-60,Neutral
22-07-2022,6313766,13.4229361,7.609562886,996,481388,262209,63562,73953,493680,315778,51,46-60,Poor
23-07-2022,6977801,11.00680713,2.482164457,143,306799,294064,413927,242477,102600,356418,22,18-30,Good
24-07-2022,1093761,16.52472947,7.75387764,823,481276,348231,406521,254006,231988,294766,51,46-60,Excellent
25-07-2022,2713100,18.01083908,7.054193256,663,420892,87473,189829,88226,237198,427429,45,31-45,Neutral
26-07-2022,9097829,10.11255912,1.1080462,252,103350,482595,281311,52052,439340,104398,34,31-45,Neutral
27-07-2022,1992410,14.90594546,1.529849576,301,126779,342799,269267,498822,358241,161506,47,46-60,Poor
28-07-2022,6987731,13.23571546,6.816245517,420,102848,458475,321162,488028,231137,372279,45,31-45,Poor
29-07-2022,1833469,9.176667351,4.453335096,563,161546,378067,210349,449521,453981,284950,36,31-45,Poor
30-07-2022,5514316,9.079112042,2.314935996,110,158903,95814,225149,451623,440568,192096,43,31-45,Poor
31-07-2022,5694385,13.07947471,1.399569033,679,135122,380169,492466,312929,310607,316801,63,61+,Good
01-08-2022,6451877,7.310043103,2.434585066,326,232310,303269,215644,286355,238265,353556,59,46-60,Good
02-08-2022,6259240,17.16214845,9.617625679,732,328834,419155,92020,248243,295682,226365,66,61+,Excellent
03-08-2022,6751473,6.035072588,7.548090774,432,165571,301697,160005,434170,219259,224266,30,18-30,Poor
04-08-2022,9664966,6.418617293,5.749348788,568,449879,496212,107264,195344,259612,193283,59,46-60,Excellent
05-08-2022,5979076,10.13339463,9.4738645,114,318333,380570,438080,322635,176537,171182,47,46-60,Poor
06-08-2022,4198066,6.771376373,6.571993939,156,463889,226172,447386,389624,161434,174301,38,31-45,Poor
07-08-2022,1428753,12.13550032,7.530806695,429,446805,378402,405346,446325,418269,379363,66,61+,Neutral
08-08-2022,3062470,10.99513836,3.543866367,163,492223,58947,263393,455731,152960,115507,29,18-30,Good
09-08-2022,2286087,15.82714694,6.300836592,329,151945,216090,484363,432885,423665,398735,56,46-60,Neutral
10-08-2022,6486429,19.29506233,2.291295199,110,483320,297668,94944,480988,189485,319585,47,46-60,Poor
11-08-2022,9728955,16.30337877,4.640348307,732,393161,281962,336858,465356,386389,429612,41,31-45,Good
12-08-2022,1210409,7.691729943,1.299162925,323,439368,419025,99294,122981,347720,431980,19,18-30,Good
13-08-2022,2156220,19.03281928,2.949652788,836,399172,377605,213783,345196,315739,168765,24,18-30,Good
14-08-2022,2226789,10.88200149,1.673817665,736,490526,72510,312364,356685,132811,217939,34,31-45,Good
15-08-2022,6358348,12.11284041,4.490009376,759,445378,155077,351913,179672,262615,416788,27,18-30,Neutral
16-08-2022,6771573,11.32364356,8.587316482,839,130110,454423,374093,289578,497921,83943,46,46-60,Good
17-08-2022,1811563,9.208205349,4.401406957,641,204165,196145,175303,183485,249344,226595,46,46-60,Poor
18-08-2022,2854688,18.42566432,8.484756634,605,145400,390327,389972,461243,131834,181764,19,18-30,Poor
19-08-2022,8556337,9.983582988,6.908484813,621,317311,189262,471820,452535,284122,147028,53,46-60,Good
20-08-2022,7476172,13.67894705,5.58576502,153,355887,86855,66771,471264,310248,219990,66,61+,Neutral
21-08-2022,7789272,8.600503766,3.132025239,797,331669,87846,294279,473588,181548,257682,53,46-60,Neutral
22-08-2022,2149463,16.96063062,9.299404836,818,170819,451358,373326,121871,359485,256893,60,46-60,Neutral
23-08-2022,1421499,16.61297989,1.48780728,866,464203,142079,257831,99795,423380,368329,25,18-30,Neutral
24-08-2022,2011484,9.444682077,7.200217159,256,132074,364614,475930,245879,256367,363546,48,46-60,Good
25-08-2022,5295651,15.2233111,6.591159035,740,381310,419712,342573,171999,313682,333922,32,31-45,Excellent
26-08-2022,8138245,15.558103,4.9693737,669,189724,129949,350903,114394,411081,174860,30,18-30,Poor
27-08-2022,3088337,13.43767124,3.162888598,504,428228,50768,51839,142890,106842,308368,53,46-60,Good
28-08-2022,1743259,14.00897573,4.876263432,498,140902,77255,307186,484201,328164,365278,44,31-45,Poor
29-08-2022,8319300,13.61681957,8.85495453,806,161817,354090,248379,420685,465006,260311,33,31-45,Neutral
30-08-2022,8248764,6.22796606,8.530894992,502,277644,308464,440903,414385,262651,372649,24,18-30,Neutral
31-08-2022,3113188,15.05398017,9.47243125,999,285970,448773,74940,120343,125090,195250,44,31-45,Excellent
01-09-2022,2150902,12.04662515,3.77013886,687,233933,486535,140528,458166,484552,81268,23,18-30,Good
02-09-2022,3531528,11.57685921,4.483937425,188,248475,295956,319820,384016,108828,319058,67,61+,Good
03-09-2022,5412467,17.89998828,1.168535374,965,207336,405300,420275,187596,414624,413241,37,31-45,Poor
04-09-2022,9267704,5.348400702,9.486549952,692,181648,68691,133988,350634,465760,275696,56,46-60,Excellent
05-09-2022,9141567,8.769723769,3.964510826,285,122799,411837,197972,362364,297234,397341,35,31-45,Neutral
06-09-2022,7645037,6.821052498,4.637474394,937,293607,286115,485396,485114,198373,335524,59,46-60,Excellent
07-09-2022,4649510,5.530115669,9.170241503,879,53764,497679,116196,480082,292305,445102,28,18-30,Excellent
08-09-2022,8287703,9.135154965,5.739385872,994,372031,453479,168104,65265,318605,197859,69,61+,Poor
09-09-2022,2153544,19.82714409,6.095570876,178,206009,233214,402585,256272,263663,349656,64,61+,Excellent
10-09-2022,4431563,9.053437598,2.586095543,244,476440,391066,115913,405903,193911,143968,65,61+,Poor
11-09-2022,1120931,14.9555873,5.487940187,740,275408,158165,454690,79830,110042,201534,44,31-45,Poor
12-09-2022,2904100,6.774483351,9.263877408,113,495929,75993,181231,129138,251775,140757,45,31-45,Excellent
13-09-2022,4054728,14.02771445,6.028462793,730,348022,164121,459145,453733,253417,187753,59,46-60,Excellent
14-09-2022,9180582,19.76722225,3.296047282,101,168217,154537,480158,451311,373214,176381,35,31-45,Neutral
15-09-2022,9159597,9.377562852,1.280627777,615,218747,62324,445415,359529,439224,223836,46,46-60,Excellent
16-09-2022,9258192,17.72113425,4.026715961,855,312122,142981,273748,362439,218665,232236,51,46-60,Neutral
17-09-2022,5274936,19.96357071,6.153318227,165,251576,243504,306382,334421,484332,408823,24,18-30,Excellent
18-09-2022,9183982,13.82831133,1.383519595,345,140461,207234,62980,139261,173595,414383,58,46-60,Excellent
19-09-2022,1742879,9.641016506,6.488133196,701,64202,382347,486213,146714,118018,174386,51,46-60,Poor
20-09-2022,9700448,15.1029689,5.710724444,529,464147,82383,486575,496430,376237,221878,37,31-45,Good
21-09-2022,1366874,17.67272309,8.050919222,789,119619,201858,403480,221637,209972,326507,35,31-45,Poor
22-09-2022,3294716,7.570253644,1.25999355,671,197564,498573,489222,283812,430223,96158,24,18-30,Good
23-09-2022,3679235,11.78773646,8.027626103,331,237975,308352,187348,413192,378262,194523,44,31-45,Neutral
24-09-2022,3383856,9.787815652,5.687893412,535,378911,257026,68372,492098,435033,107209,27,18-30,Neutral
25-09-2022,6883092,9.250384954,4.334763995,452,411024,212331,269769,304072,113349,355907,68,61+,Neutral
26-09-2022,1120965,17.91231891,9.688446787,787,454046,492095,433144,103822,166304,247328,46,46-60,Poor
27-09-2022,4523006,11.3248101,2.441075925,778,360359,212723,58168,51920,114163,270263,54,46-60,Good
28-09-2022,5900981,10.08614513,5.871926072,482,285185,373224,280241,190948,377239,122105,42,31-45,Neutral
29-09-2022,9603219,14.05265812,3.888833262,809,76617,124659,337110,465212,220452,180408,42,31-45,Neutral
30-09-2022,7014721,8.291023695,5.747377409,159,391253,220828,309929,449635,360583,427920,48,46-60,Neutral
01-10-2022,4093228,8.448402359,5.970479073,569,368017,325899,157904,321304,428671,183423,29,18-30,Neutral
02-10-2022,5039829,12.80433096,1.805034236,510,310420,491920,185987,81706,142988,198747,37,31-45,Poor
03-10-2022,8681556,11.13909093,6.950216322,182,296130,412440,220081,482156,421017,409488,69,61+,Neutral
04-10-2022,8078533,9.424735759,6.710333463,173,498422,225738,361065,350842,304787,232936,47,46-60,Good
05-10-2022,5227450,5.809266984,7.925205472,410,469944,270195,311496,250416,235224,341769,68,61+,Poor
06-10-2022,9310272,12.81161358,1.815926443,553,164785,351805,155439,487491,149663,145945,37,31-45,Neutral
07-10-2022,9995956,17.24913808,3.675326922,125,497974,389421,472227,490640,455575,211717,55,46-60,Good
08-10-2022,6394071,17.77065808,6.850995398,525,439215,462744,395618,218578,192263,403408,29,18-30,Good
09-10-2022,4455551,8.531599696,2.230577433,476,355052,425837,54047,72879,258252,163471,58,46-60,Poor
10-10-2022,4631069,13.99461806,7.098383897,342,90924,138802,328659,310627,351457,200050,66,61+,Neutral
11-10-2022,7149436,17.83821964,1.531240397,934,76071,204926,250287,296864,428414,212185,50,46-60,Neutral
12-10-2022,8700867,11.13088892,4.014383977,727,68839,262314,203809,201845,171214,263811,65,61+,Excellent
13-10-2022,5749394,18.98205226,8.620400101,422,463046,374380,266068,390714,321554,391357,68,61+,Excellent
14-10-2022,6205753,18.54467794,7.968621613,279,485581,354638,472264,53884,257721,327487,57,46-60,Poor
15-10-2022,8975307,8.122008461,6.802846437,873,262878,372624,193999,149036,278568,215664,66,61+,Neutral
16-10-2022,9055328,8.884472494,8.83412575,725,153115,489018,114565,264573,301309,192695,59,46-60,Neutral
17-10-2022,3222740,7.70662998,7.383425898,365,385507,200130,477505,81803,456461,104552,55,46-60,Good
18-10-2022,4338696,7.940815272,5.674375947,649,167379,120084,495637,201135,295975,404042,56,46-60,Neutral
19-10-2022,6749609,18.61793131,9.817457503,479,290313,210574,361736,332380,375204,394262,52,46-60,Poor
20-10-2022,2699820,18.96706864,7.253704718,176,427804,243269,387613,474478,175558,99744,45,31-45,Neutral
21-10-2022,7281543,5.778458618,6.412304591,713,208396,370348,435264,494795,183779,364190,38,31-45,Excellent
22-10-2022,9817363,13.90405034,4.679835049,623,338232,64263,408161,263315,343491,423509,46,46-60,Neutral
23-10-2022,2151049,13.46347344,9.121712487,913,418254,248160,397455,414147,363060,187908,40,31-45,Poor
24-10-2022,2272137,10.8582147,3.66138186,148,118459,456322,326980,120717,282886,144932,57,46-60,Good
25-10-2022,8387450,14.47546389,1.082976348,353,153305,395456,135641,434145,209130,188229,59,46-60,Neutral
26-10-2022,6598894,19.21051738,2.770664702,958,263800,327540,226150,278170,420725,365228,39,31-45,Neutral
27-10-2022,1048695,7.553823241,1.985657427,479,155780,76455,482759,68484,192272,378542,70,61+,Excellent
28-10-2022,5125168,6.806163646,3.870943968,348,112406,164547,442818,275681,363479,177219,26,18-30,Neutral
29-10-2022,8550322,5.500858562,8.432908097,171,146888,287948,139080,420532,454872,216272,40,31-45,Excellent
30-10-2022,4738932,10.45749962,6.863767168,546,88703,366634,459169,325424,225823,82039,40,31-45,Neutral
31-10-2022,5511076,10.06442716,2.520825303,605,115422,181720,238099,310964,424708,289687,40,31-45,Good
01-11-2022,8036279,11.46229532,8.09939549,808,70614,105546,494255,52754,346521,169374,62,61+,Neutral
02-11-2022,8945019,12.54965046,5.537978795,352,459927,114396,434537,362402,358985,179611,49,46-60,Poor
03-11-2022,1347240,16.36735991,5.614431617,969,406550,258217,258325,93386,110892,217706,54,46-60,Poor
04-11-2022,9041361,10.88170086,4.259009629,398,198138,83588,414642,81365,350574,144899,61,61+,Poor
05-11-2022,7780170,9.95919664,8.781547283,833,225363,114202,214584,393497,361861,81724,22,18-30,Good
06-11-2022,8935278,17.4031823,3.864945735,159,345035,427303,465146,210676,387668,429734,63,61+,Neutral
07-11-2022,9343114,17.74695006,1.847257846,456,443969,273200,361748,51803,165837,314066,52,46-60,Poor
08-11-2022,3812858,8.491489464,3.724560946,256,353026,426953,315406,174907,192700,326701,19,18-30,Neutral
09-11-2022,9258488,9.720077341,7.438181916,441,477590,333973,323357,189344,343803,414772,39,31-45,Neutral
10-11-2022,9378494,17.37674556,6.918236981,993,89293,492274,74129,278058,463149,265519,35,31-45,Poor
11-11-2022,1496885,6.191123664,2.692154382,301,446794,254303,291255,433489,273507,237684,64,61+,Excellent
12-11-2022,8195447,9.887701706,2.006058692,878,136586,153180,372750,155210,220902,382600,24,18-30,Neutral
13-11-2022,6779689,11.72525161,6.947791826,134,262076,396859,328668,339261,171180,122773,58,46-60,Excellent
14-11-2022,4214242,7.806074228,7.087391521,866,171896,86984,330242,268347,105520,352730,60,46-60,Neutral
15-11-2022,3926353,7.698712949,4.295346735,634,305420,248742,388692,225771,133436,174479,64,61+,Good
16-11-2022,6405227,11.37293087,8.585212452,555,200301,445393,306174,249596,102128,155012,30,18-30,Poor
17-11-2022,6255223,16.31782587,9.803846834,264,118474,199755,240883,319348,312067,432651,50,46-60,Poor
18-11-2022,2518848,17.60349469,2.850807011,127,164461,236205,493043,112519,336114,387353,51,46-60,Good
19-11-2022,7409114,19.68852639,6.193618441,471,486102,409186,479489,475080,182137,400578,59,46-60,Neutral
20-11-2022,6212071,6.109760751,1.048116961,962,457091,264375,112903,100386,160275,377800,34,31-45,Excellent
21-11-2022,6477438,8.250233017,7.417489564,413,433151,113276,119138,279123,240012,359614,50,46-60,Excellent
22-11-2022,7981159,16.34944764,4.728539022,664,112742,61693,73059,66486,202524,152035,28,18-30,Neutral
23-11-2022,2477175,13.10898059,2.739423042,383,150731,447358,222949,195846,446685,441752,31,31-45,Good
24-11-2022,9367403,9.915196609,7.769997296,397,140276,428800,223854,153216,334515,156840,24,18-30,Good
25-11-2022,8355072,8.083844919,8.295839178,574,129686,487838,466104,247354,459382,437915,33,31-45,Good
26-11-2022,7709859,9.207163275,2.000498511,696,190773,138564,209470,457589,297329,233966,38,31-45,Poor
27-11-2022,9713430,11.43933425,1.368961857,448,303916,246512,310541,480892,469591,387476,70,61+,Excellent
28-11-2022,6863564,7.657268293,4.006705975,735,230193,111291,191867,53691,200185,419677,33,31-45,Good
29-11-2022,5351901,19.46338934,6.633914192,544,335435,52472,136723,94445,290643,210194,57,46-60,Good
30-11-2022,4254770,6.613826669,8.140775745,306,336260,235718,395794,206895,478264,188618,58,46-60,Neutral
01-12-2022,8903972,19.78366152,5.91456247,516,318030,130836,127156,151368,270790,445568,22,18-30,Excellent
02-12-2022,9375035,17.62839929,6.226738987,538,63672,342693,121512,366708,372112,306772,30,18-30,Excellent
03-12-2022,7669898,11.34727426,8.198723996,264,64508,390698,79232,248327,180634,175596,47,46-60,Poor
04-12-2022,8711934,16.09724502,5.759590368,658,406348,469042,456500,232426,221865,393164,66,61+,Good
05-12-2022,2650374,15.07272866,6.500390412,519,159306,301666,308106,399215,436570,225057,39,31-45,Poor
06-12-2022,6096810,8.199303769,5.64595606,470,256000,311887,434643,449242,225848,444560,29,18-30,Excellent
07-12-2022,6850990,10.08605129,8.9241241,767,219008,380790,155332,224568,291003,294525,55,46-60,Excellent
08-12-2022,8138799,12.69683844,3.119649567,365,489406,129142,112630,326217,247915,104082,30,18-30,Poor
09-12-2022,7787348,14.5676627,3.375942261,378,315425,189873,414166,465052,191196,378921,29,18-30,Good
10-12-2022,1878638,13.14342472,2.151653154,581,293447,436081,161558,246258,287449,222394,66,61+,Neutral
11-12-2022,3068226,12.09481192,8.375200763,616,178686,159530,281000,188256,387019,238834,45,31-45,Excellent
12-12-2022,9969117,11.6472841,4.705995615,181,495080,305940,477790,241901,159888,356682,45,31-45,Good
13-12-2022,9016087,12.47396749,4.131045468,218,415402,409491,272638,313933,312306,399269,57,46-60,Good
14-12-2022,8626981,11.5152728,9.832138454,873,145386,142358,246211,342497,355227,284318,54,46-60,Good
15-12-2022,3105149,13.11995116,9.341230298,736,283099,169343,113683,338484,124525,341313,46,46-60,Excellent
16-12-2022,3469284,18.31977949,9.747889139,402,303200,312402,124081,97343,203679,170583,42,31-45,Poor
17-12-2022,1648478,14.4924397,2.280690971,314,490875,450084,476924,209005,152604,107502,34,31-45,Good
18-12-2022,5644811,15.83931312,9.021266318,127,428438,56817,188859,277673,323572,361393,49,46-60,Excellent
19-12-2022,5019213,13.96224701,3.958386394,880,456140,350656,250553,456902,236997,83197,60,46-60,Neutral
20-12-2022,3541942,14.64526524,1.113910932,597,442507,343000,401122,210330,386933,115229,67,61+,Poor
21-12-2022,1969406,13.67524743,4.521685024,636,209540,455308,471934,175877,247987,366310,39,31-45,Neutral
22-12-2022,5298917,5.402997833,5.582767178,618,471595,408780,497216,345171,365061,186298,49,46-60,Poor
23-12-2022,1086132,19.99397573,1.973983812,293,141465,180571,440452,461518,228575,343919,43,31-45,Excellent
24-12-2022,6366395,5.504138603,5.839098552,691,414687,496310,189493,433336,201923,374800,35,31-45,Neutral
25-12-2022,8808565,10.92722012,8.375172258,541,370106,394301,211668,236827,421472,80606,61,61+,Poor
26-12-2022,9373686,6.576735174,4.398858558,933,497471,86123,497220,228074,159602,399425,59,46-60,Good
27-12-2022,7069551,6.453926757,4.173803259,135,287921,400665,236683,402239,110410,349519,27,18-30,Good
28-12-2022,7470088,16.90290428,4.049293782,357,197736,235930,267849,442707,325817,210708,19,18-30,Good
29-12-2022,8563479,11.38888669,9.307850013,212,325777,51158,374684,425714,113574,80819,50,46-60,Neutral
30-12-2022,4194992,17.01708062,1.438822889,393,356481,240545,295997,338506,197057,156992,51,46-60,Poor
31-12-2022,2039375,9.09179706,5.005685278,813,54932,411042,237959,319396,293187,242445,26,18-30,Poor
01-01-2023,3318762,8.846941877,3.381395087,113,66205,306653,324509,171918,325669,87560,37,31-45,Excellent
02-01-2023,4499050,8.768470727,9.044263228,766,397614,245792,167469,246707,270404,371312,32,31-45,Poor
03-01-2023,3788091,14.2421844,1.864470372,696,101111,330278,220927,250513,159453,235336,67,61+,Neutral
04-01-2023,1834657,17.22499085,4.7029849,239,99541,328930,245209,65090,463508,441580,67,61+,Good
05-01-2023,1041189,11.78391515,4.661345368,470,120719,140933,458991,85110,224488,336928,35,31-45,Good
06-01-2023,7698879,10.68873336,8.995549758,526,135787,496206,159591,123627,213535,287317,50,46-60,Good
07-01-2023,7010498,19.60369331,2.939441005,196,201816,494908,280428,364529,130779,158598,33,31-45,Excellent
08-01-2023,3437504,6.75131054,6.804058693,796,445269,367174,350166,317168,374751,155924,68,61+,Excellent
09-01-2023,2888414,12.29949023,2.209655142,587,443204,60494,116448,323585,346449,258431,20,18-30,Poor
10-01-2023,5891447,11.1273163,9.585781427,441,415456,76273,87213,293131,290515,239108,62,61+,Neutral
11-01-2023,2673686,6.471898949,6.337134633,969,451575,406184,370792,223383,276784,85318,69,61+,Poor
12-01-2023,9474195,9.023005431,6.636310573,591,425138,457976,322859,470603,408027,396858,64,61+,Good
13-01-2023,3781391,5.426618189,4.903960615,599,433148,88302,83059,379969,101100,372688,69,61+,Good
14-01-2023,5485293,18.15431433,4.080544414,531,423585,382966,237974,166053,370454,341305,22,18-30,Poor
15-01-2023,5204319,14.11774293,2.914087865,288,347078,357684,65223,126890,274800,362967,24,18-30,Neutral
16-01-2023,6981201,17.22527747,6.435889784,181,353018,475646,476451,454507,400213,260900,25,18-30,Poor
17-01-2023,3219298,12.82331679,9.591055708,911,114737,350563,497729,439578,320809,446699,69,61+,Poor
18-01-2023,7964583,13.99264744,4.238118587,279,193533,184624,457857,212458,409884,359122,69,61+,Poor
19-01-2023,1026467,15.51281717,8.948411998,997,421646,371715,366599,428240,216888,239532,48,46-60,Neutral
20-01-2023,7560718,18.62017441,2.338986816,960,236496,466838,306477,321846,109233,299160,29,18-30,Good
21-01-2023,8552141,6.376278317,9.425134188,514,295946,98829,233799,410667,231568,202418,35,31-45,Good
22-01-2023,6907108,9.964225921,4.154376555,204,333710,448212,61391,276138,195979,214006,57,46-60,Poor
23-01-2023,8728378,15.63539286,4.417544904,480,357150,346376,138512,154711,497390,85033,48,46-60,Poor
24-01-2023,4966188,19.37525845,5.165580313,821,143052,374227,70709,486344,156121,447211,66,61+,Good
25-01-2023,2452337,19.71211143,7.46419843,428,108641,366178,477048,161895,471772,217158,66,61+,Good
26-01-2023,3460834,14.57154514,7.476880903,348,413093,285621,218728,339906,134421,255017,61,61+,Good
27-01-2023,9249058,7.903977166,5.316297262,171,162849,89379,61655,184311,271086,98894,42,31-45,Excellent
28-01-2023,1447955,6.788133671,5.708376094,772,96064,212074,63111,297029,327142,272185,70,61+,Poor
29-01-2023,8991937,19.19065466,1.27009439,232,362512,348012,311459,62567,224586,84687,19,18-30,Poor
30-01-2023,9343411,11.50891534,3.738670314,339,409149,250721,469485,135737,146567,214115,39,31-45,Good
31-01-2023,2050169,7.922240499,4.114153668,177,251235,338676,112275,56857,182163,359933,47,46-60,Excellent
01-02-2023,8868922,19.00838774,6.028545419,669,192263,86861,114532,377747,434679,136784,23,18-30,Good
02-02-2023,6617297,6.567864073,6.024697906,560,411653,254732,199850,387543,322858,348259,57,46-60,Neutral
03-02-2023,1783837,15.94356645,7.38909818,224,384383,464451,158553,108086,299300,108821,49,46-60,Good
04-02-2023,5814457,14.37894541,7.453245666,110,394291,271870,142704,401289,368217,102879,24,18-30,Excellent
05-02-2023,9814836,6.316019966,3.116896518,567,232837,420676,307994,344414,468678,264714,30,18-30,Poor
06-02-2023,9851932,10.08123193,7.93168436,506,347048,184651,167608,170071,299855,271852,55,46-60,Poor
07-02-2023,2458042,7.248960343,1.176432112,126,466911,239016,358562,52012,450685,129157,20,18-30,Neutral
08-02-2023,5848051,14.06747889,7.445456961,306,422371,75619,307046,109049,183535,328341,20,18-30,Excellent
09-02-2023,6286933,12.15669548,1.918549932,321,244277,333973,243732,272630,362163,243789,32,31-45,Excellent
10-02-2023,9611387,5.06412687,7.566833876,411,188030,256179,88708,134989,376304,140262,42,31-45,Poor
11-02-2023,5790099,19.63565849,5.744062815,481,394313,70912,418496,401730,251227,120971,40,31-45,Poor
12-02-2023,8258622,10.24376975,4.935290506,861,183344,221406,159444,89080,271161,443290,66,61+,Good
13-02-2023,4469183,8.873065893,7.215997508,414,137958,223073,160353,369023,335982,282112,29,18-30,Excellent
14-02-2023,2047887,8.336644337,1.327337504,307,53018,215413,494345,496278,132398,201535,28,18-30,Excellent
15-02-2023,2795413,7.382238443,3.011232931,720,248823,455879,223506,284027,161651,285257,43,31-45,Neutral
16-02-2023,1728543,19.98705614,6.547961282,395,281533,72104,387002,115888,309314,172384,44,31-45,Neutral
17-02-2023,3515867,9.426642018,8.62493866,501,395860,485539,338121,428095,490315,274895,34,31-45,Good
18-02-2023,5538441,11.08270246,4.429968733,534,200700,491493,442391,461426,215194,192453,19,18-30,Good
19-02-2023,5006696,18.07033874,3.328853254,672,238270,292379,371463,349290,261395,442421,59,46-60,Poor
20-02-2023,5901694,14.62831255,5.668627922,221,312440,460856,259831,278800,190980,368664,36,31-45,Poor
21-02-2023,5363285,10.53041618,6.600837271,850,281303,198583,129702,166293,213866,356977,70,61+,Excellent
22-02-2023,4967054,18.47492654,4.780927283,205,326722,239439,395814,406092,128566,262419,35,31-45,Good
