Month,ROI,IRR,Investment Performance,Stocks,Bonds,Real Estate,Mutual Funds,Cryptocurrency,Risk Assessment
2062-09-30,5.971871502743131,10.9335432589868,4.8661610041657495,586886,336600,426923,729965,565776,Medium
2062-10-31,3.8626266959086775,12.897655362050648,7.978678504088826,447543,835006,913385,714955,669710,Low
2062-11-30,3.2122775978994116,13.490567520604374,6.422328477818868,365803,847553,757984,800136,665429,Low
2062-12-31,2.37128251577392,5.780453093519345,7.1055414524257134,541270,517891,112594,487036,434390,High
2063-01-31,3.8832932829622204,14.040623875331743,2.592033596160049,684184,299823,761885,183549,428369,Low
2063-02-28,6.538770373671772,14.374966525042609,3.5186135315893754,370556,348938,15647,814372,803601,High
2063-03-31,9.744590797187751,10.928874043567854,2.8126771734309695,653430,11759,155136,821105,210692,Medium
2063-04-30,6.022828363304346,6.8675061325490585,4.781731834403358,543435,504645,67083,741949,139348,High
2063-05-31,5.794381594891047,13.184148327034894,6.309724928971458,410294,590006,639298,92964,678428,High
2063-06-30,1.317367162946322,10.48587614549599,3.014381409218001,357424,169700,972915,875511,495778,High
2063-07-31,8.560891141009234,13.171964537163793,2.7810112674184326,95409,695035,459051,542947,416354,High
2063-08-31,1.403572374978159,13.148081265893163,5.687652492682642,600141,946169,958699,411761,130622,Low
2063-09-30,9.156090466931314,5.867293156857925,3.381876522580544,370788,72268,252228,583511,739216,Low
2063-10-31,5.848045528210462,11.07021428370664,4.875950430522445,777292,530934,563267,281711,404722,Medium
2063-11-30,2.5161994471063194,9.831442992687212,2.3067063663663063,702572,113533,180611,863043,153352,Medium
2063-12-31,5.065366528058129,14.461194699995177,6.083676872404789,880426,414442,198824,805869,565153,High
2064-01-31,9.954860326148786,7.966412919253964,5.247898289852322,657805,975486,165064,936719,372096,Low
2064-02-29,3.7457456683968373,7.060001061909251,5.884537393751797,55456,158579,829720,118316,679471,High
2064-03-31,3.4251379169372083,13.970868560191546,3.652438280358476,729163,605655,146714,42068,570223,Low
2064-04-30,2.0620530553825533,6.487155689001048,3.6716178521691867,818494,928738,200948,133869,356612,Low
2064-05-31,6.37428113911755,11.865194587244616,6.808163198544549,55423,197100,318842,850139,208087,Medium
2064-06-30,1.803042991125666,8.000198138418108,6.311373877908958,381030,902306,13884,359350,539811,Low
2064-07-31,7.894072574236695,10.678457554974777,5.478371907191687,926148,147028,912996,334890,92139,Medium
2064-08-31,9.273011628975022,11.16219432841261,5.768860854692483,654460,190898,713745,725252,587637,Low
2064-09-30,9.386840000939495,9.173692819579667,2.5642650770066324,349860,523417,831941,907740,384437,Low
2064-10-31,1.9712462758969402,14.749649802370957,7.137027826707522,252567,684049,41649,145534,147989,Low
2064-11-30,6.024363376176719,6.318331680849791,6.619442198069976,154456,470020,439516,112025,77585,High
2064-12-31,1.8739886941194994,8.91399089036757,5.542949202940687,22128,555769,892500,275251,177625,High
2065-01-31,6.148145273358676,9.303953268743157,7.511570786605443,284617,357285,371098,686446,214265,Low
2065-02-28,8.334825266886229,11.310469489961815,3.0118274461963987,246355,489855,807468,749855,128600,Medium
2065-03-31,5.840111460729562,9.07259758194519,6.119944316205,12366,407410,470910,455414,528838,High
2065-04-30,8.848484434960131,5.9703601137216324,7.777890665912965,561866,236406,94571,387580,51730,High
2065-05-31,8.2150691936444,14.474299981808262,3.860053787419525,973153,955874,774123,159155,334417,Medium
2065-06-30,3.488935149459356,9.160790816386857,2.0917538844050574,811759,497406,740116,723305,387571,Medium
2065-07-31,6.670920545941975,8.426737272170726,6.4092048018147985,994605,282395,544035,735611,30679,Medium
2065-08-31,1.0667091382851828,9.467221241740047,2.0418819467367624,461352,73356,580980,58723,630488,Medium
2065-09-30,4.56437724332378,7.165956821289224,7.235201895093002,898440,879601,443446,313358,292649,Low
2065-10-31,3.141641510058657,6.002216846686509,2.337807512621419,526450,276173,66777,414385,446193,High
2065-11-30,9.434047113491376,6.4857847910886255,5.916588379231263,964473,602684,269999,389556,785087,Medium
2065-12-31,4.648501105508441,6.666548270035596,4.263104866538903,923207,79049,596396,64471,500845,Medium
2066-01-31,6.886579855802326,6.976734382158951,3.2200439223003965,907441,701347,493265,617043,989045,Low
2066-02-28,7.587834483462465,9.199602122261922,7.389550399122974,874177,51138,443022,142922,460183,Medium
2066-03-31,7.958912848133568,11.238992690441535,6.477475111561174,285073,257959,903440,850348,369362,Medium
2066-04-30,7.62197672815776,11.288878380267326,4.04264339685956,675804,342610,322531,62254,23642,Low
2066-05-31,3.6024855488896135,5.000975695619269,3.7049185571433494,936260,932181,747398,210257,918120,Low
2066-06-30,7.174609270563,14.209576668983997,6.416073764966836,930957,801904,727184,98664,729219,High
2066-07-31,5.941085340360551,13.228471805323217,7.0194245756379825,713784,442692,780307,225525,460756,High
2066-08-31,6.37635398317767,14.639380394360396,6.295102785774856,445478,230833,670878,45074,125197,Low
2066-09-30,1.0073315557787939,8.599863447301928,5.839935350214448,581580,679088,977854,710668,93915,High
2066-10-31,3.324318408575709,11.64799276689397,3.367548351131893,560614,427430,278421,600317,436998,Medium
2066-11-30,9.3761532704409,6.680207492560972,7.116823899658834,520494,712009,85877,70649,881453,Low
2066-12-31,3.6106847497515324,13.17033027220336,6.497971900750249,885969,219091,913552,68474,92842,Medium
2067-01-31,4.942139700246784,6.613677229543688,5.103645738598487,174097,45297,975062,621908,790586,Medium
2067-02-28,2.6800658397616695,8.259857008077494,5.069526573600684,811220,757727,33613,246309,529300,Medium
2067-03-31,2.247422967133208,9.908348559469832,5.415038166844079,200011,477879,142031,415839,380431,High
2067-04-30,2.878020717748346,10.945316688527504,6.969658365071976,720733,984126,848532,562648,900163,Low
2067-05-31,5.982825959802757,10.596330242867316,6.453557293025344,797478,924730,452933,20292,149284,Low
2067-06-30,9.271257862510973,6.020960117099973,7.1374699636753,147718,625356,933440,546495,265874,Low
2067-07-31,3.935792619065713,9.21676002863851,5.0436966299523345,847816,340153,956182,472792,813880,Low
2067-08-31,3.91067156987174,14.229092642058225,5.747894354109542,69938,109389,219763,896512,360075,Medium
2067-09-30,6.077265281981815,13.723685277518516,7.127430841375877,587517,377810,164114,994907,384257,High
2067-10-31,4.210684459238219,10.907835232546399,3.3939203610602924,234768,407878,152714,176574,233167,High
2067-11-30,9.193744431855892,10.723245754536013,4.664124081537343,462200,898170,641228,566073,814715,Low
2067-12-31,4.400632383780358,6.116751826493302,5.723913421876321,953791,181568,262238,78867,632582,Medium
2068-01-31,5.413980272675204,7.002594523103034,7.490877544148608,878400,405881,29923,980096,500435,Low
2068-02-29,5.800503555733698,7.526397426040961,2.09501606627675,231351,86720,222904,59361,767207,Medium
2068-03-31,8.038610156174242,9.881957285238057,3.275438949039365,634445,973446,717220,42209,846550,High
2068-04-30,6.075153454733954,12.313560480957188,3.4067030465677424,513566,529072,225327,774969,654759,Low
2068-05-31,3.1523959013259177,9.607253556042581,3.9596760815707657,947629,935979,19227,820922,777283,Medium
2068-06-30,2.115884859637306,6.260610418373977,3.690719722524073,700196,760648,602868,965380,495834,Medium
2068-07-31,9.439970920200675,9.393488770113805,5.540832713373432,460951,270776,910199,711792,297233,Medium
2068-08-31,8.214066951751967,6.626332537488884,7.313721585528472,660118,833671,918910,717241,701702,Medium
2068-09-30,1.2066868926002416,12.511473516928845,5.8218670464343365,646008,426119,633878,793618,496443,Low
2068-10-31,8.393760858911929,6.66500860404579,3.449159353726155,246833,988638,347330,509642,272184,Low
2068-11-30,6.315380145142919,9.825339895444566,7.182517100420507,269704,250387,151484,22261,705109,Low
2068-12-31,5.670048115314491,11.934136026610929,5.792274734885079,605647,682531,634222,500187,976918,High
2069-01-31,1.1100626112120302,7.281980639452086,3.3137727499274092,429241,809092,434256,957594,515125,Medium
2069-02-28,8.027776507459738,5.760301076373264,4.169999222999019,960500,68200,882379,303712,247521,Low
2069-03-31,2.7825851281712515,10.632994760747486,6.739788840438695,532223,445874,189914,735666,598460,High
2069-04-30,7.551830918746711,5.542026635043926,6.4335870889226845,963524,139267,815932,571256,51992,High
2069-05-31,1.1428142262923555,10.87768642968168,5.459494217033855,370799,33289,441649,193985,529220,Low
2069-06-30,8.167182846995676,12.534985375862012,2.8686050164433707,503792,149060,221154,137678,175659,Medium
2069-07-31,1.207355215195365,8.293159916723065,6.819735783887025,685781,312118,103066,84875,615182,Low
2069-08-31,3.1230361366526718,9.883494090806922,3.845255171316489,34809,959556,809456,972245,845711,Medium
2069-09-30,3.4145039126144217,14.287618382249464,6.629587633994974,591897,634725,301232,303986,94498,High
2069-10-31,2.417577742962338,9.711088641755525,5.885398194573553,682601,55154,688188,188181,106195,Medium
2069-11-30,5.329523765758322,14.965540613933886,3.5850216898611094,974921,798853,178039,393775,41363,High
2069-12-31,3.5531916365503804,6.570024113576729,3.27421536879594,395522,70149,654058,232474,547100,Medium
2070-01-31,9.93959178154531,12.089339024832892,2.785459539546313,805500,253182,215020,62266,354056,High
2070-02-28,6.219719140288952,11.526185981972539,3.4516774195286946,861161,341611,452701,906806,779802,High
2070-03-31,6.098300425488165,13.723048135263271,2.94697413469484,36834,212633,661681,242076,301572,High
2070-04-30,2.987826670958097,5.924432119905408,5.702307486726507,604018,261087,528778,531484,820753,Medium
2070-05-31,4.678204948434203,7.802065915018167,5.592698713863522,101756,706944,515316,721206,529109,Low
2070-06-30,2.11580194924,6.321792257603352,5.517032360796784,351379,923490,52440,189117,543373,High
2070-07-31,7.862763270253477,14.330951222719213,5.851338855349031,585832,560464,633027,166321,78342,Low
2070-08-31,3.9804332153812925,9.26635324645257,6.888707203787398,341004,919312,782489,695250,765943,High
2070-09-30,7.767692500538893,14.10065845535069,7.481316269298821,53911,581828,885229,250543,950964,Low
2070-10-31,4.3452639993652795,7.944069943588226,3.3822532274105725,203035,972809,730938,839763,179527,Low
2070-11-30,9.89881516103361,6.2636810136165195,5.526646941013554,311173,964777,712673,459127,594445,High
2070-12-31,2.5400946002915963,7.965372729860164,2.470017327483629,135527,754161,138848,408400,105795,Medium
2071-01-31,1.0137150449499817,10.97174359328049,2.7208546301335708,490087,969873,27349,440280,198150,High
2071-02-28,6.3534298724054725,13.452325917845908,5.926035877768343,430048,579115,759578,493184,60939,High
2071-03-31,9.576578800790543,8.85390693224997,4.9194833701427045,535720,482147,403431,194561,282584,Medium
2071-04-30,6.823486494153815,14.148086592534842,6.549992521006602,272624,891129,938931,811798,517267,High
2071-05-31,1.7715117047336286,7.442320596779287,4.554064885943427,657167,401406,554992,238570,708728,Low
2071-06-30,5.86432344219603,11.935406873037667,2.7655904409976286,864938,53930,957936,594533,452347,Medium
2071-07-31,9.185382425239547,12.357133504822722,7.232321922984952,175505,655499,662533,314591,405395,Low
2071-08-31,1.0585546109201145,7.73962919330616,2.497330826871934,911448,862766,143777,150231,772032,Medium
2071-09-30,2.502209915540189,5.269698783005275,3.1337878552122924,848838,930966,353742,930516,111427,Low
2071-10-31,8.331054004923548,8.652373420507555,3.661861195771106,155337,115799,313876,815168,15665,High
2071-11-30,9.045163959197346,5.4519614730613615,7.97168364239256,608432,908527,519726,342089,116517,High
2071-12-31,7.364445587814439,14.007537754021776,4.501158921055904,738146,106202,161567,295149,518556,Medium
2072-01-31,9.924041472758388,14.535252629340578,5.01025118286869,651277,60479,664529,438827,537678,Low
2072-02-29,1.811943366279124,12.353799159460005,6.618180505843211,10944,803881,236312,453250,804791,Low
2072-03-31,5.911088642529044,12.266845853138337,5.818493512032882,831252,461254,565521,42154,756533,High
2072-04-30,7.1649525038282755,7.408926694117306,7.048524151648,938046,988264,131124,518401,346744,High
2072-05-31,7.323802483321791,5.739255765580847,4.918600751527363,985827,317334,103267,777509,142853,Low
2072-06-30,8.141361538097645,13.021046358609167,7.833066124959331,83239,171235,870090,435565,720378,Medium
2072-07-31,9.25863440589445,10.591619315533677,6.780874169517848,757128,237688,660448,87156,662854,High
2072-08-31,4.2547730105540325,11.81627530787175,4.408192329879592,332142,778568,608073,327510,475835,High
2072-09-30,1.3866705352687227,12.7964106808623,4.287630937671488,765115,713602,170728,568961,298116,Low
2072-10-31,4.261977230328625,9.094342689522689,7.576947152265307,479955,42953,146018,239085,100743,Medium
2072-11-30,7.044532870485115,6.445465899783177,6.106493814888303,578031,755949,957711,746268,421201,High
2072-12-31,2.921104786002792,12.950367993628953,5.728601807153831,771582,49799,14743,24741,724154,Medium
2073-01-31,8.289756564028394,9.537656392284074,6.546983824602864,957426,284432,945731,630490,372311,Medium
2073-02-28,2.977880119505478,13.269242308559326,5.365002968670268,23965,430689,392282,99109,328629,Medium
2073-03-31,1.09057062142156,9.376991467600126,2.95500063851436,292531,430807,59612,945886,371169,Low
2073-04-30,5.572726968012215,7.170164084573061,3.915292772470587,830786,508204,871128,107150,992517,High
2073-05-31,7.53815414263258,6.710050166537823,5.347669182253818,583829,693751,304212,617540,927404,High
2073-06-30,4.146898064831507,12.439217565591678,2.1090069255630017,275872,19877,941025,554038,344922,High
2073-07-31,7.740062195831081,10.748891227939966,4.624104229779367,592481,607415,980471,871732,238997,High
2073-08-31,4.945639007089075,9.046029004646865,6.53481727565562,362071,635341,148364,614190,611352,Low
2073-09-30,2.5454315557606186,9.921167561913318,2.985404027097634,559682,923677,528835,148301,968125,High
2073-10-31,1.8150255441905943,10.496386052865397,2.3873537009414343,128323,239111,804061,211948,583682,Medium
2073-11-30,7.395284484166127,7.394164418257961,7.016174844366191,87835,242321,141361,967798,725352,Low
2073-12-31,4.471433088425901,8.781655796976892,5.703643210780171,147552,884914,103397,734350,606729,High
2074-01-31,9.214963911313934,7.92411465109735,3.059473834936784,979310,586838,25791,13816,80174,Low
2074-02-28,5.862295527165548,8.884238467456273,6.837829883499161,497282,231378,183152,408853,899108,Low
2074-03-31,4.135891763986324,10.005622135179049,5.9487768289232745,57232,902796,74407,515448,63797,Low
2074-04-30,4.140918342907509,6.733575390543659,4.004715617890629,472858,675854,884744,961632,523331,Medium
2074-05-31,2.1829407800738427,8.93515062648888,4.2571776317704355,880671,534366,173318,917425,854178,High
2074-06-30,6.3441023823024105,8.854944433069235,2.93532897912229,86656,611962,559596,933478,696729,High
2074-07-31,6.2395042186929,7.860038168422627,7.011533565252441,512875,93041,393500,321859,847037,Low
2074-08-31,8.199943227428442,14.984963248024519,5.054039909862452,573208,897957,161032,835501,428788,Medium
2074-09-30,2.8107726622036853,5.736275089942914,5.342114459861963,619142,543265,919105,687900,964443,High
2074-10-31,3.617106782282447,11.429511392857357,7.300951491186486,101258,913981,90986,416713,426082,Medium
2074-11-30,1.875141721860235,6.744386065364356,2.0949836987185635,258583,829025,639440,453101,66060,Low
2074-12-31,3.658079820420161,13.395239892851823,2.401538375139752,499752,997258,734678,559616,425169,High
2075-01-31,4.852919041789607,14.141965360093007,2.96947389115889,340185,212337,442899,200772,496478,Medium
2075-02-28,9.676255653585853,9.014779826089589,2.1802268785288734,754359,143795,186703,907171,319285,Low
2075-03-31,6.87759402587422,13.234784494207098,5.948936939746396,876754,806205,539225,384661,907341,Medium
2075-04-30,8.045865368012759,7.499094493500605,5.803276809129924,869766,714870,348663,105228,517207,Low
2075-05-31,3.929588966984412,6.400685073292616,3.2648114175739136,74918,208373,761330,326470,537789,Low
2075-06-30,2.3006153152728683,8.15878266402611,2.8964386693201685,689613,436788,151302,377162,863154,Medium
2075-07-31,3.3104794772199684,8.416740138910473,2.8741082083196403,901670,220675,106422,931490,633973,Low
2075-08-31,3.30820921899389,8.973575447855788,7.719448479911854,150075,736545,566282,916949,319162,High
2075-09-30,6.2480379546408455,8.729589419578188,6.16102717174845,223047,881082,677070,796017,598415,Low
2075-10-31,4.073240192095259,9.11144452850504,5.512572970790476,215507,441975,252873,840107,197037,High
2075-11-30,8.716589778999511,12.1003336580513,3.9349212308305654,549002,24539,401416,994825,69198,High
2075-12-31,9.896900673128481,7.455801328657352,4.598259187452737,156933,312737,267807,419484,421504,High
2076-01-31,4.089685647371036,5.185755957651217,2.5364352871952462,649985,710382,489194,530883,775522,High
2076-02-29,7.345542463183097,9.896805513812716,7.988911328330009,890392,894878,989283,422233,233132,High
2076-03-31,6.91737923728332,9.48291244204864,6.530512781429808,799748,659402,578765,206156,284369,Medium
2076-04-30,2.750162389590533,5.6006498984343045,5.728718940969367,743955,890103,828313,836280,497899,Medium
2076-05-31,9.262077353385706,6.338014015014137,5.526603171367293,439473,135049,258637,978748,513239,Medium
2076-06-30,2.7949832846956117,10.09920894684894,5.025886232199035,554998,857197,991408,837014,142824,Low
2076-07-31,7.63261418502729,7.347507600195794,3.544564566048175,915425,772979,657110,24033,691673,Medium
2076-08-31,4.128486780468813,13.775982941414469,3.358342420758402,457649,174123,975033,532325,265765,High
2076-09-30,4.303734103080743,6.732924864594951,5.297194743135345,117896,631070,199483,445981,503474,Medium
2076-10-31,5.099041476000644,5.201226318485163,2.4212048873477103,814009,485519,401085,21555,136889,High
2076-11-30,8.780571802496256,9.475637693910603,2.4468247932112144,211602,978234,538725,890903,883623,Medium
2076-12-31,2.262267473600909,14.861631106082553,5.3648816189621,935010,366128,603744,99355,370985,Medium
2077-01-31,1.4911262005127852,11.338725263064763,7.518872289261436,329265,448458,532440,37631,591022,Medium
2077-02-28,4.618367370224033,8.540297212619244,7.485631106779127,470249,484119,680073,846832,28774,Medium
2077-03-31,1.5002658922787928,5.168680114678584,2.064969803964754,674802,731519,338807,509927,691725,Medium
2077-04-30,7.188407947516964,9.849484397422268,2.644365293884699,330360,567600,327897,636537,124049,High
2077-05-31,7.842925675244919,7.064660021384303,5.49846616255217,274554,279730,259827,301046,871350,Medium
2077-06-30,8.69241155277933,11.47754085446646,7.090854330836985,513262,879265,871150,142797,636528,High
2077-07-31,7.694580209352372,10.83008493731301,7.726694519940971,822586,921449,357550,455069,617703,Medium
2077-08-31,9.247162543234113,7.652137753871849,7.1634933562746745,84202,356607,598676,773056,200603,Medium
2077-09-30,7.7347101045089985,5.688827342186717,6.065678811778735,530386,988580,571783,660802,697332,Medium
2077-10-31,9.424680758905616,12.550191980403348,3.2031504655354146,949019,465615,969889,614861,573272,Low
2077-11-30,2.7379971478842693,10.854640945929422,2.435728843873774,455934,382635,146581,900578,293051,Low
2077-12-31,5.498768195809572,13.421262495086284,2.2850946961138683,597734,421347,212089,653778,537658,Medium
2078-01-31,9.94537539734418,7.598000156367163,5.672460707752467,442911,257923,167105,649488,732155,Medium
2078-02-28,7.134203642884442,11.52862064780412,2.217131624092146,156493,25020,177294,836471,146898,Medium
2078-03-31,8.907770061903317,6.18680500528685,6.435439738793304,31008,477987,846635,908920,63227,Low
2078-04-30,1.273544144495697,7.918099079168436,6.274824424105814,247838,108170,230266,203636,242406,Low
2078-05-31,8.845821087115937,11.565391118773695,2.4776649486600735,885033,331667,826919,726415,276839,Medium
2078-06-30,7.27941911114888,13.255813051447928,7.439734190220768,105788,871475,204500,792176,829296,Low
2078-07-31,2.536798905889396,8.209255017433469,5.1315757317518145,442001,597765,651563,741440,874733,Low
2078-08-31,1.2311286078123693,12.988535565565012,7.4266314040263905,459168,257137,685001,411389,662965,High
2078-09-30,3.3393392031308764,11.777524602732825,7.4096603371299326,597840,365564,765906,646816,252685,High
2078-10-31,9.241960230934932,8.486747715075998,3.18220438332271,17005,736604,205729,442072,71930,Low
2078-11-30,7.013196448302579,13.76396937744439,4.283465767617709,390383,624622,14867,120942,763601,Medium
2078-12-31,9.275221938549919,10.092290660354312,2.8077580010228975,646701,735427,608887,895538,330807,Low
2079-01-31,5.015357042448335,11.482468225460822,6.649868060817925,588025,204173,590272,973010,63653,Low
2079-02-28,9.429643857117169,9.956313419034801,5.024749493227175,303955,959286,223119,408604,494042,High
2079-03-31,5.166638339005051,9.527199604907679,7.572845452369892,243833,645206,952185,689283,94414,Low
2079-04-30,2.8382925197650106,13.479777172388562,3.2492912892576644,915003,302048,57455,459444,800475,Medium
2079-05-31,2.362541177660026,7.947044150386258,6.130205969115356,370031,618361,502926,500533,810018,Medium
2079-06-30,9.944306317315398,5.366292223637247,7.9354209666362525,233803,766363,333282,910941,473891,High
2079-07-31,4.004763953271138,13.797826435449611,5.992287570925948,609010,226312,652396,371349,304774,High
2079-08-31,2.4404772278582896,13.25023953051183,2.412643596984276,453136,993606,949488,664073,452952,Medium
2079-09-30,1.0756758780167694,8.665604745696127,5.530546098171143,821552,756101,467537,410092,581818,Medium
2079-10-31,3.5701260987666017,6.854511387052112,3.07905649808742,342754,501357,495689,227150,256713,High
2079-11-30,9.002045292422851,11.75533643048471,2.1830166645158924,936627,963007,447770,814604,275041,High
2079-12-31,5.806083886095716,5.787609036356392,4.009764183831285,165738,785521,91774,303808,246904,Medium
2080-01-31,6.691915463724595,9.237547555388085,3.5966244983243945,664284,479461,280326,905240,274174,High
2080-02-29,9.301519935014797,5.8586232154003115,6.7326253928945246,646890,92644,894704,339379,353349,High
2080-03-31,5.615559262963264,10.979096753287628,4.242083246468603,882685,497688,281336,65830,747873,Low
2080-04-30,8.544518612673532,5.2720838380963,6.397752682311178,843997,656795,87159,742238,241207,Medium
2080-05-31,3.914499502687183,11.292383756343117,2.097433951695989,901927,456416,574544,15749,526451,Low
2080-06-30,9.79391676557098,11.732055732893967,2.0888728006003463,793586,859359,743567,723912,941866,Low
2080-07-31,1.7093248616120715,9.87144474625151,2.1758807452853426,377996,524884,801529,897729,839068,High
2080-08-31,7.523465729619382,6.750073292976119,3.3161506506954828,815784,62050,177952,545022,922430,Low
2080-09-30,6.94509658084265,6.013939386272073,4.24392671017137,303770,44232,650369,142666,344279,High
2080-10-31,2.725043552657352,8.132923481370034,5.647074818701127,776728,494635,863839,488577,42879,High
2080-11-30,4.4995959896188245,9.652066796000124,7.915483314961837,496405,352800,420689,418454,139770,Medium
2080-12-31,3.8154620509930584,11.422083168448445,4.126457402085995,368969,860453,88709,716350,628134,Medium
2081-01-31,1.8504358149924585,5.012501275184997,2.3339534405429974,668019,315058,170880,55819,571526,Low
2081-02-28,6.263092206557571,12.11063919235363,3.169400969995092,141705,336000,681363,562536,351306,High
2081-03-31,9.94302861008649,12.127119321252765,7.387111002889172,25716,121290,736431,968180,166492,Medium
2081-04-30,6.036293269480504,9.445378064924997,6.196275140886254,504748,581086,915286,799334,372621,High
2081-05-31,5.907339161914258,8.434064457479518,6.741204944231359,887768,189858,188076,581722,668438,Medium
2081-06-30,1.3628233661909348,13.423085646703587,2.745009234036756,158704,48382,299852,910535,397633,High
2081-07-31,2.252982010273214,12.84587482031228,2.8099219322450475,813798,33473,47307,934909,339063,Medium
2081-08-31,5.61897180192035,14.832760885177237,2.673476045269376,438494,173993,209923,574103,49489,Medium
2081-09-30,9.866607077656644,8.719308053389522,7.143014985857149,357914,393595,718404,159795,800402,High
2081-10-31,8.88946961915673,14.068326048570984,3.2598056521616265,784806,770123,53524,800953,714873,High
2081-11-30,4.061882092358507,5.874018858929523,5.858910472278329,554665,433211,863361,118838,998118,Medium
2081-12-31,5.887038288053148,9.114660662508523,5.096998197099555,123920,513223,860236,899664,45579,Medium
2082-01-31,5.974320000287231,9.65374118748659,5.266339471243121,633581,423666,299812,977155,717334,Low
2082-02-28,7.168245514859649,9.40874316203458,3.17261215034761,77152,502330,545225,881979,789971,High
2082-03-31,7.190038371152248,11.250981884311237,5.8114765607239365,630974,452518,27104,674396,253700,Low
2082-04-30,8.108132395473763,6.70207838838169,2.2586032067499873,197245,476889,538614,251231,810438,High
2082-05-31,1.2247392235571415,13.664521717262518,7.9608336575457725,805048,550053,603421,648637,986135,Low
2082-06-30,9.493121715737013,10.517640185396393,2.1605534389563745,150694,888766,572015,729500,948783,Medium
2082-07-31,1.6305584139032194,14.042095480132645,2.300939244295173,879987,215878,312670,936756,613765,Medium
2082-08-31,5.28544100329246,5.026316440214848,3.947884519350088,55160,76314,754916,64797,647323,High
2082-09-30,9.276213487231384,11.299881135929963,6.98975213461723,49163,449606,38341,61833,482376,Low
2082-10-31,5.389019463079719,9.124578468548329,3.543135270660457,500116,685993,856925,969884,633497,High
2082-11-30,1.5727315080980515,10.050990617494575,4.831610082747969,637810,849552,734776,68093,493277,Medium
2082-12-31,3.063160178307453,12.438045107802854,2.107863987057158,223169,312579,599583,106651,650858,Medium
2083-01-31,6.208000798315806,7.271517483366896,2.473275898901865,613400,89843,743746,89414,239867,High
2083-02-28,1.7907545610907218,7.048994352143881,5.647796291244242,342931,637188,162320,151211,402980,Low
2083-03-31,4.813101379155669,12.03007817737143,3.1661508166965717,187350,541645,221751,199461,154787,Medium
2083-04-30,3.9618393957226448,10.213657589441802,6.165527378117153,242504,602377,164129,758883,712840,High
2083-05-31,8.336868650418156,7.336390980616904,6.712347050103062,950923,38820,739377,80126,263571,Medium
2083-06-30,1.991187445019043,9.840186346694155,7.1020051968337,891048,816919,383977,373922,137634,High
2083-07-31,7.145186051429077,9.595584057771594,2.802796027995936,168649,89507,829132,715738,837932,High
2083-08-31,4.659301637883183,11.914444274153114,4.73305129419155,745493,294332,802675,799405,242262,Low
2083-09-30,6.289756124250958,5.0266110361927945,7.682488699423073,700917,350560,49060,506565,809039,Medium
2083-10-31,2.849785947284903,10.86760265771483,6.632501254665847,756125,565598,91280,396393,786180,High
2083-11-30,6.487333162854631,11.056781505122753,2.70176229107689,266574,407780,402346,355102,581616,High
2083-12-31,7.065799546745015,12.455101371879197,5.015001470110366,950149,770128,251586,383789,354519,High
2084-01-31,1.6320840819497004,13.89230466035449,7.534283491033032,185588,891090,34970,942892,371098,Medium
2084-02-29,8.419098408246434,9.401897971116888,4.640232833139115,811738,292206,534663,749067,101424,Medium
2084-03-31,8.751287015994173,8.425202243088844,7.0245056530458125,300112,89671,507765,286639,519208,Medium
2084-04-30,1.5719865011451524,6.023203775112863,4.975062327131344,88131,415631,900482,975277,325808,Low
2084-05-31,6.428687392875572,8.36835844893233,2.640870063474522,952569,865673,424477,194939,515315,Low
2084-06-30,6.346103472750044,5.684846644444078,2.887129556357044,822352,504878,683883,653698,750889,Low
2084-07-31,1.1121257068159898,13.028202053414548,2.280054516849078,508420,805476,749254,694303,444979,High
2084-08-31,4.081117725603563,13.070061478458364,3.171888443453387,435852,178022,708778,772275,467482,High
2084-09-30,9.72033204442373,9.172376572947782,7.361684599222605,656499,685709,211109,483087,592429,High
2084-10-31,5.9990567704186875,7.5964123387649085,5.90118827565954,795031,965472,229156,651873,701512,Low
2084-11-30,9.398906224673546,6.180200754522718,6.433141609297466,633199,267275,446855,425919,702832,High
2084-12-31,7.080801722896457,13.512371660218465,5.729968750359967,745968,425933,531623,308214,173465,Low
2085-01-31,1.2555146640094879,13.774952783854053,4.319235752830086,963863,72263,687906,43563,462572,Low
2085-02-28,1.6994187824355287,7.662896145898141,3.3011667967760094,965917,66917,187687,244813,184872,Low
2085-03-31,7.499610598306806,11.217605484677637,7.553687504058984,997159,441587,529705,553481,327023,Low
2085-04-30,5.991110113321175,7.586536647903887,5.088978689348129,605135,211082,626600,944354,861907,Low
2085-05-31,2.1443649813988817,7.251266271435789,4.886599287247636,543232,542935,433787,547015,545542,High
2085-06-30,6.526564105182548,5.2120805063141535,7.976624531561274,668408,417406,100524,484167,527176,Low
2085-07-31,8.292586245113766,10.771594175860624,4.3035799303308595,833644,639767,147417,658522,861066,High
2085-08-31,7.776841871193509,6.499415431855573,7.124751889353434,472872,483421,458498,387104,26102,Medium
2085-09-30,3.215462140288603,5.12371182866932,7.174064361901136,550288,632821,352154,327604,29029,Low
2085-10-31,3.323754699904396,6.048511643368173,3.3960212621467734,186726,819623,859687,269563,949317,High
2085-11-30,9.710540245919024,8.137691915878138,2.5690381541009724,490032,514315,974631,811650,333122,Medium
2085-12-31,8.986643219374447,11.691631901117116,7.853720694295186,361117,793125,48923,242865,599027,High
2086-01-31,3.8650358298778484,7.026230533321251,4.555381184813402,559822,924958,884630,190192,405269,Low
